1.000000000000000000e+00,1.252133454730636752e-01,1.333093472910403809e-01,1.290064912255376173e-01,1.186187617026607799e-01,1.162079445507753495e-01,1.153436571837328506e-01,1.162003415086843294e-01,1.186579723648789747e-01,1.393921782437444190e-01,4.818331573013957120e-02,4.426635341089374398e-02,5.259703260713308182e-02,4.183159319548343524e-02,5.916323251504022190e-02,5.538764316722514375e-02,6.459303418822107123e-02,5.568037207527157251e-02,5.819921865395502603e-02,4.616350926458878678e-02
1.252133454730636752e-01,1.000000000000000000e+00,1.187001847288072648e-01,1.140987743267852378e-01,1.090629499093822008e-01,1.153370332407168408e-01,1.091896856479395578e-01,1.071994980540671438e-01,1.035719186787242008e-01,1.311179393461616438e-01,4.588263568394924247e-02,3.831888941337865256e-02,5.132695424425115505e-02,4.171838414148991425e-02,5.907022009061831114e-02,5.658253461732482004e-02,5.701474469106951326e-02,5.741482072323149388e-02,5.646090667051789636e-02,4.250385552525025312e-02
1.333093472910403809e-01,1.187001847288072648e-01,1.000000000000000000e+00,1.367631556716215058e-01,1.246700503039686186e-01,1.222514999049051643e-01,1.202696523902636594e-01,1.204930475147000940e-01,1.183663036538947499e-01,1.416507872831210546e-01,4.107562508539418233e-02,3.831109453326777409e-02,4.639425314114778431e-02,3.817372453848880132e-02,5.105936943301114805e-02,4.993530254718128725e-02,5.230212290561776778e-02,4.928681577144675835e-02,4.977487845682269929e-02,3.772365936574519074e-02
1.290064912255376173e-01,1.140987743267852378e-01,1.367631556716215058e-01,1.000000000000000000e+00,1.311657990970923615e-01,1.173820751327654399e-01,1.213409120000599750e-01,1.233003518743869820e-01,1.221711313576534091e-01,1.290064422911691155e-01,4.198695579789479826e-02,3.530132568406327276e-02,4.258415335005448499e-02,3.657124931228373371e-02,4.418294807328081164e-02,4.773823728621757329e-02,5.059078612059654534e-02,4.446673037673298801e-02,4.943922063328845540e-02,3.701911603474694612e-02
1.186187617026607799e-01,1.090629499093822008e-01,1.246700503039686186e-01,1.311657990970923615e-01,1.000000000000000000e+00,1.283161134342324927e-01,1.174648429420575152e-01,1.210715164609742212e-01,1.157602764937030737e-01,1.453142451010254743e-01,4.132790347389452695e-02,3.471059684059360495e-02,4.067804830554298812e-02,3.593372833004169348e-02,3.977618473674382482e-02,4.370870792396827631e-02,5.067045168936182287e-02,3.927843225126729371e-02,4.574786101248395215e-02,3.351635030744840732e-02
1.162079445507753495e-01,1.153370332407168408e-01,1.222514999049051643e-01,1.173820751327654399e-01,1.283161134342324927e-01,1.000000000000000000e+00,1.350593249231875626e-01,1.150289590728318795e-01,1.146353559568852876e-01,1.349730085983900374e-01,3.945080958979745034e-02,3.384188386758102407e-02,4.771564595686692001e-02,3.751805321204751409e-02,4.672974339072988315e-02,5.371602016779985361e-02,4.704333398681206230e-02,5.337096666586120530e-02,5.439637843695979691e-02,4.014059043132006677e-02
1.153436571837328506e-01,1.091896856479395578e-01,1.202696523902636594e-01,1.213409120000599750e-01,1.174648429420575152e-01,1.350593249231875626e-01,1.000000000000000000e+00,1.147554068286786855e-01,1.097906088705345173e-01,1.568905288018601629e-01,3.890904374905174851e-02,3.305745915617025465e-02,4.324333251688622370e-02,3.465842521427842104e-02,4.010236464310935889e-02,4.699351386861651964e-02,5.186286119279463758e-02,4.052221303729475893e-02,4.909040037568647430e-02,3.631627089194625069e-02
1.162003415086843294e-01,1.071994980540671438e-01,1.204930475147000940e-01,1.233003518743869820e-01,1.210715164609742212e-01,1.150289590728318795e-01,1.147554068286786855e-01,1.000000000000000000e+00,1.227522249213349737e-01,1.252025407309761695e-01,4.211409624182917838e-02,4.221036846774690876e-02,3.921491560669450316e-02,3.722522880268654827e-02,4.673080940980951781e-02,5.080607660698990141e-02,5.335243588208583854e-02,4.695156803921132077e-02,5.245611855984949612e-02,4.007129602292931747e-02
1.186579723648789747e-01,1.035719186787242008e-01,1.183663036538947499e-01,1.221711313576534091e-01,1.157602764937030737e-01,1.146353559568852876e-01,1.097906088705345173e-01,1.227522249213349737e-01,1.000000000000000000e+00,1.324097278338658146e-01,4.422930974786979524e-02,4.599448825818503589e-02,4.189992778089072362e-02,3.930535199394583762e-02,5.144814323822877872e-02,5.480079815926115760e-02,5.743103689365308684e-02,4.969240798796644570e-02,5.730916418325592704e-02,4.000674178100047107e-02
1.393921782437444190e-01,1.311179393461616438e-01,1.416507872831210546e-01,1.290064422911691155e-01,1.453142451010254743e-01,1.349730085983900374e-01,1.568905288018601629e-01,1.252025407309761695e-01,1.324097278338658146e-01,1.000000000000000000e+00,5.390926834652939176e-02,4.476675769473593969e-02,6.521060521354644923e-02,5.786382531871870488e-02,6.608920426680550686e-02,7.689220096635919488e-02,5.622073780887737460e-02,7.969214960482537413e-02,7.664854897672573886e-02,6.118885202788877653e-02
4.818331573013957120e-02,4.588263568394924247e-02,4.107562508539418233e-02,4.198695579789479826e-02,4.132790347389452695e-02,3.945080958979745034e-02,3.890904374905174851e-02,4.211409624182917838e-02,4.422930974786979524e-02,5.390926834652939176e-02,1.000000000000000000e+00,1.134845337193965825e-01,1.084747794574558166e-01,1.167360252796854070e-01,1.098059708309858107e-01,1.319250925004404884e-01,1.255098995309622545e-01,1.271805006956812645e-01,1.206984613016695851e-01,1.204420493628130667e-01
4.426635341089374398e-02,3.831888941337865256e-02,3.831109453326777409e-02,3.530132568406327276e-02,3.471059684059360495e-02,3.384188386758102407e-02,3.305745915617025465e-02,4.221036846774690876e-02,4.599448825818503589e-02,4.476675769473593969e-02,1.134845337193965825e-01,1.000000000000000000e+00,1.187433928471375855e-01,1.209010998039558860e-01,1.311719983017609892e-01,1.258326680655509899e-01,1.273656186857504702e-01,1.275236969687064681e-01,1.201857292007789679e-01,1.249974123816502969e-01
5.259703260713308182e-02,5.132695424425115505e-02,4.639425314114778431e-02,4.258415335005448499e-02,4.067804830554298812e-02,4.771564595686692001e-02,4.324333251688622370e-02,3.921491560669450316e-02,4.189992778089072362e-02,6.521060521354644923e-02,1.084747794574558166e-01,1.187433928471375855e-01,1.000000000000000000e+00,1.099209011451179885e-01,1.241652358111628995e-01,1.263286474745691779e-01,1.342705298949949388e-01,1.229992745465557785e-01,1.176912357292256017e-01,1.109671048707556312e-01
4.183159319548343524e-02,4.171838414148991425e-02,3.817372453848880132e-02,3.657124931228373371e-02,3.593372833004169348e-02,3.751805321204751409e-02,3.465842521427842104e-02,3.722522880268654827e-02,3.930535199394583762e-02,5.786382531871870488e-02,1.167360252796854070e-01,1.209010998039558860e-01,1.099209011451179885e-01,1.000000000000000000e+00,1.142422475057021380e-01,1.191046564781754608e-01,1.235057216963993398e-01,1.181224374560107121e-01,1.143113159242191423e-01,1.200564892171771814e-01
5.916323251504022190e-02,5.907022009061831114e-02,5.105936943301114805e-02,4.418294807328081164e-02,3.977618473674382482e-02,4.672974339072988315e-02,4.010236464310935889e-02,4.673080940980951781e-02,5.144814323822877872e-02,6.608920426680550686e-02,1.098059708309858107e-01,1.311719983017609892e-01,1.241652358111628995e-01,1.142422475057021380e-01,1.000000000000000000e+00,1.313392628188130296e-01,1.341487906981560507e-01,1.308807405417805325e-01,1.331266890084237264e-01,1.139817143298794133e-01
5.538764316722514375e-02,5.658253461732482004e-02,4.993530254718128725e-02,4.773823728621757329e-02,4.370870792396827631e-02,5.371602016779985361e-02,4.699351386861651964e-02,5.080607660698990141e-02,5.480079815926115760e-02,7.689220096635919488e-02,1.319250925004404884e-01,1.258326680655509899e-01,1.263286474745691779e-01,1.191046564781754608e-01,1.313392628188130296e-01,1.000000000000000000e+00,1.494860511778217937e-01,1.407741646883194364e-01,1.468184523658118412e-01,1.234563963978460577e-01
6.459303418822107123e-02,5.701474469106951326e-02,5.230212290561776778e-02,5.059078612059654534e-02,5.067045168936182287e-02,4.704333398681206230e-02,5.186286119279463758e-02,5.335243588208583854e-02,5.743103689365308684e-02,5.622073780887737460e-02,1.255098995309622545e-01,1.273656186857504702e-01,1.342705298949949388e-01,1.235057216963993398e-01,1.341487906981560507e-01,1.494860511778217937e-01,1.000000000000000000e+00,1.417513176993679125e-01,1.443575314843018043e-01,1.281411115329212924e-01
5.568037207527157251e-02,5.741482072323149388e-02,4.928681577144675835e-02,4.446673037673298801e-02,3.927843225126729371e-02,5.337096666586120530e-02,4.052221303729475893e-02,4.695156803921132077e-02,4.969240798796644570e-02,7.969214960482537413e-02,1.271805006956812645e-01,1.275236969687064681e-01,1.229992745465557785e-01,1.181224374560107121e-01,1.308807405417805325e-01,1.407741646883194364e-01,1.417513176993679125e-01,1.000000000000000000e+00,1.393690277989826365e-01,1.181908506351339594e-01
5.819921865395502603e-02,5.646090667051789636e-02,4.977487845682269929e-02,4.943922063328845540e-02,4.574786101248395215e-02,5.439637843695979691e-02,4.909040037568647430e-02,5.245611855984949612e-02,5.730916418325592704e-02,7.664854897672573886e-02,1.206984613016695851e-01,1.201857292007789679e-01,1.176912357292256017e-01,1.143113159242191423e-01,1.331266890084237264e-01,1.468184523658118412e-01,1.443575314843018043e-01,1.393690277989826365e-01,1.000000000000000000e+00,1.254825823239835991e-01
4.616350926458878678e-02,4.250385552525025312e-02,3.772365936574519074e-02,3.701911603474694612e-02,3.351635030744840732e-02,4.014059043132006677e-02,3.631627089194625069e-02,4.007129602292931747e-02,4.000674178100047107e-02,6.118885202788877653e-02,1.204420493628130667e-01,1.249974123816502969e-01,1.109671048707556312e-01,1.200564892171771814e-01,1.139817143298794133e-01,1.234563963978460577e-01,1.281411115329212924e-01,1.181908506351339594e-01,1.254825823239835991e-01,1.000000000000000000e+00
